,price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
68,4320000,1040,28.509118,77.413416,2,2,3,1,2,4153.846154
69,3000000,800,28.6452824,77.3621025,2,2,1,1,0,3750
70,3500000,950,28.579593,77.445197,2,2,3,,3,3684.210526
71,16000000,2000,28.4178669,77.0512457,4,4,3,2,,8000
72,3000000,900,28.685449,77.5092258,2,2,3,1,2,3333.333333
73,3300000,960,28.51284137,77.48955332,2,2,1,,1,3437.5
74,8200000,1371,28.433653,77.152919,2,2,3,2,2,5981.03574
75,6000000,1750,28.475274,77.545978,3,3,1,2,2,3428.571429
76,4100000,1299,28.519997,77.376873,3,2,4,1,2,3156.274057
77,5200000,1365,28.60595894,77.44451141,3,2,3,2,2,3809.52381
78,21000000,2800,28.4655907,77.5114027,4,5,4,,,7500
79,2650000,835,28.609898,77.436343,2,2,2,1,,3173.652695
80,10000000,1000,28.6677244,77.0979515,2,2,,,,10000
81,4500000,1000,28.63472366,77.04911041,3,2,1,1,,4500
82,6900000,1260,28.58548927,77.39931488,2,2,3,1,2,5476.190476
83,13500000,2425,28.44456311,76.9550119,4,4,,,,5567.010309
84,4500000,1198,28.63336372,77.43121338,3,2,1,,,3756.260434
85,32500000,3000,28.4969141,77.1652546,3,3,2,2,1,10833.33333
86,11000000,1743,28.419032,77.028272,3,3,2,1,,6310.958118
87,3200000,650,28.59803581,77.07652283,2,2,1,,,4923.076923
88,3200000,815,28.446343,77.515305,2,2,,,,3926.380368
89,3400000,1050,28.7005505,77.3286995,2,2,,,,3238.095238
90,11100000,2100,28.46847725,77.31389618,4,3,2,,,5285.714286
91,3500000,900,28.6809994,77.356998,2,2,1,,,3888.888889
92,12500000,1836,28.414627,77.060127,3,3,3,2,3,6808.278867
93,8500000,1495,28.502597,77.428742,3,2,,,,5685.618729
94,4200000,1040,28.616204,77.422256,2,2,2,1,3,4038.461538
95,82000000,5495,28.43618253,77.10430584,5,6,2,3,3,14922.65696
96,9000000,1250,28.64015875,77.0662659,2,2,2,,,7200
97,14000000,2500,28.68651581,77.29942322,3,2,1,2,,5600
98,8900000,1815,28.45251307,76.97627035,3,3,,,,4903.581267
99,3200000,1041,28.70183798,77.42320672,2,2,3,,,3073.967339
100,15000000,2000,28.412109,77.049522,4,4,3,2,0,7500
101,9200000,1960,28.393665,76.962842,3,3,3,123,2,4693.877551
102,11500000,1963,28.406752,76.96474017,3,3,3,2,2,5858.380031
103,6000000,1246,28.58632879,77.40106202,2,2,3,1,2,4815.40931
104,3900000,1085,28.473679,77.506258,2,2,3,,3,3594.470046
105,3600000,995,28.606945,77.45557857,2,2,3,,,3618.090452
106,49000000,6168,28.470149,77.535673,5,5,3,3,,7944.228275
107,7500000,1260,28.3824895,76.9823169,2,2,,1,2,5952.380952
108,18000000,1700,28.5884566,77.304787,4,3,1,1,2,10588.23529
109,17200000,2025,28.58584227,77.06062479,3,2,4,2,2,8493.82716
110,17000000,1600,28.66662979,77.15222168,3,2,2,2,3,10625
111,5500000,1150,28.4974556,77.02713776,3,2,1,1,1,4782.608696
112,13000000,2300,28.65584564,77.3682251,4,4,3,,,5652.173913
113,9900000,1760,28.407361,76.93426176,3,2,4,1,3,5625
114,7000000,559,28.7295315,77.106949,2,2,,,,12522.36136
115,5150000,1234,28.500621,77.424203,2,2,2,,,4173.419773
116,7500000,700,28.66287399,77.09776702,2,2,,1,,10714.28571
117,2630000,750,28.3924408,77.34424591,3,2,2,,,3506.666667
118,4600000,1000,28.618239,77.054361,3,2,,1,1,4600
119,7500000,1390,28.548787,77.346032,3,2,3,1,2,5395.683453
120,7000000,1326,28.397731,77.036526,3,3,3,1,2,5279.034691
121,5800000,1270,28.524543,77.364765,3,3,,,,4566.929134
122,5200000,1175,28.500621,77.424203,2,2,,,,4425.531915
123,26000000,3755,28.52798043,77.354191,4,6,2,2,5,6924.101198
124,20000000,1650,28.666059,77.150134,3,3,4,1,,12121.21212
125,3200000,800,28.5201861,77.179158,2,2,1,,,4000
126,8500000,1100,28.6288025,77.0958556,2,2,,1,,7727.272727
127,4320000,800,28.38762,77.06237,2,2,,,,5400
128,6710000,1180,28.65493,77.350989,2,2,2,1,2,5686.440678
129,16900000,1935,28.45451736,77.08187103,3,4,2,2,1,8733.850129
130,12500000,1800,28.576661,77.339673,3,3,2,1,,6944.444444
131,5000000,1200,28.57763481,77.39510345,3,2,3,,,4166.666667
132,12000000,1250,28.564363,77.24171,2,2,2,2,0,9600
133,2700000,770,28.49746704,77.02709961,2,2,1,1,1,3506.493506
134,11000000,1200,28.6017251,77.3178069,3,2,,,,9166.666667
135,14000000,2500,28.51766396,77.07933044,5,5,,3,,5600
136,7500000,1675,28.446568,76.968477,3,3,,,,4477.61194
137,12000000,2520,28.406684,76.952289,4,3,3,,,4761.904762
138,4100000,1000,28.503955,77.384451,2,2,2,2,2,4100
139,3790000,1310,28.646836,77.508238,2,3,2,1,0,2893.129771
140,5200000,1065,28.63350296,77.43159485,2,2,3,2,3,4882.629108
141,12500000,1830,28.385432,77.017122,3,3,3,1,2,6830.601093
142,15200000,2268,28.41492081,77.03590393,3,3,2,,,6701.940035
143,10500000,1821,28.37561513,76.95761609,3,3,3,,,5766.062603
144,4000000,1115,28.309616,77.55859,2,2,,1,2,3587.443946
145,3330000,825,28.505584,77.410762,2,2,,,,4036.363636
146,17000000,3500,28.63601494,77.43365479,4,3,2,1,1,4857.142857
147,3600000,750,28.4826489,77.1600563,2,2,2,1,1,4800
148,4500000,1250,28.68176651,77.36365509,3,2,1,,,3600
149,5500000,1375,28.616204,77.422256,3,3,3,,,4000
150,24500000,2797,28.400064,77.0959513,4,4,,,,8759.385055
151,45000000,9000,28.45846939,77.10864258,10,10,10,10,,5000
152,5000000,1470,28.663705,77.470854,3,2,3,,,3401.360544
153,12500000,3150,28.40966797,77.33113861,3,3,2,,,3968.253968
154,7400000,1530,28.655782,77.3527833,3,2,3,1,,4836.601307
155,4100000,1200,28.69149399,77.40766907,3,2,,,,3416.666667
156,16000000,1750,28.5593993,77.0596789,3,2,3,2,2,9142.857143
157,3250000,1050,28.70019204,77.427474,2,2,2,,,3095.238095
158,5500000,1100,28.4088605,77.314687,2,2,2,1,,5000
159,9000000,1815,28.455376,76.97621181,3,3,3,1,,4958.677686
160,17500000,1600,28.66605949,77.15013123,3,2,3,1,4,10937.5
161,9900000,1650,28.48146057,77.31151581,4,3,2,,,6000
162,8500000,1460,28.63822365,77.3663559,3,3,3,1,3,5821.917808
163,5890000,1150,28.64673996,77.37094879,3,2,2,1,1,5121.73913
164,9000000,1800,28.646093,77.384003,3,2,2,,,5000
165,24000000,1632,28.666059,77.150134,3,3,3,1,3,14705.88235
166,12000000,1850,28.548787,77.346032,3,4,4,,,6486.486486
167,6400000,1390,28.56118696,77.3865692,3,3,3,,,4604.316547
168,33000000,3699,28.401255,77.053437,4,4,3,2,3,8921.330089
169,10000000,1908,28.4913752,77.2908548,4,3,1,,,5241.090147
170,8500000,1550,28.57844059,77.38140753,3,2,3,1,3,5483.870968
171,7400000,1480,28.495486,77.25219,3,3,,,,5000
172,4300000,968,28.6493479,77.3696259,3,2,1,,,4442.14876
173,5800000,1150,28.4992485,77.42980194,2,2,,,,5043.478261
174,9000000,1750,28.283682,77.047379,3,3,,,,5142.857143
175,3500000,800,28.63477325,77.04909515,3,2,1,,,4375
176,12500000,1700,28.57751279,77.04253534,2,2,3,1,2,7352.941176
177,6200000,1210,28.5604873,77.384084,2,3,3,1,3,5123.966942
178,2550000,540,28.49748611,77.02713013,2,2,1,1,1,4722.222222
179,6000000,1100,28.6761322,77.28523254,2,2,1,,,5454.545455
180,11000000,1610,28.513139,77.025952,3,3,3,,,6832.298137
181,11000000,2245,28.64859324,77.37943921,4,3,,,,4899.777283
182,4100000,900,28.52402496,77.21276093,3,2,1,,1,4555.555556
183,9300000,1490,28.37423557,76.95241631,3,3,3,,,6241.610738
184,7500000,1250,28.68654251,77.29959869,3,2,2,2,1,6000
185,4500000,1130,28.49629327,77.40851995,3,2,2,,2,3982.300885
186,9400000,1625,28.42491581,77.486721,3,2,3,,,5784.615385
187,3400000,900,28.6485885,77.3533389,2,2,1,,,3777.777778
188,7000000,1008,28.68657303,77.29962921,3,2,1,2,1,6944.444444
189,22500000,1900,28.54366493,77.25489807,3,3,2,,,11842.10526
190,20000000,2428,28.42343946,77.06910666,3,4,3,2,3,8237.23229
191,9700000,1250,28.42451064,77.10132459,3,2,2,2,0,7760
192,13500000,2800,28.43034935,77.29561615,4,4,2,7,1,4821.428571
193,4500000,800,28.539814,77.21868134,2,2,,,,5625
194,2650000,608,28.63474274,77.04910278,2,2,1,,,4358.552632
195,2900000,965,28.728555,77.337353,2,2,,,,3005.181347
196,7000000,1256,28.58986171,77.40343376,2,2,1,,,5573.248408
197,79000000,7200,28.44073838,77.10126474,5,6,4,3,2,10972.22222
198,6040000,1341,28.682107,77.4465784,3,2,,,,4504.101417
199,22000000,2835,28.470149,77.535673,4,5,4,2,,7760.141093
200,3000000,630,28.68641663,77.29958344,2,2,1,1,,4761.904762
201,23500000,2985,28.441368,77.098124,3,3,2,,,7872.696817
202,15000000,2550,28.5750243,77.3803,4,4,5,2,,5882.352941
203,11000000,1510,28.3930662,77.022442,3,2,4,1,2,7284.768212
204,4500000,1000,28.6212883,77.05307007,3,2,1,,,4500
205,5000000,1205,28.453581,77.556221,2,2,2,,,4149.377593
206,4000000,1010,28.619028,77.425972,2,2,3,1,4,3960.39604
207,6200000,950,28.63475037,77.0491333,3,2,1,1,1,6526.315789
208,9800000,1765,28.4460523,76.9772858,3,3,2,1,,5552.407932
209,6600000,1455,28.5684777,77.3775,3,3,4,1,,4536.082474
210,5500000,1000,28.615032,77.0290715,3,2,,,,5500
211,14000000,1750,28.4215541,77.0780609,3,4,2,10,1,8000
212,15000000,1900,28.42443657,77.0982132,3,3,,,,7894.736842
213,13200000,1935,28.64231873,77.4211731,3,3,2,,1,6821.705426
214,2800000,800,28.63578224,77.43241882,2,2,1,,,3500
215,14000000,1800,28.47489357,77.00980377,3,3,1,,,7777.777778
216,3400000,850,28.6493479,77.3696259,2,2,,,,4000
217,11500000,1478,28.386791,77.049466,2,2,3,,,7780.784844
218,3300000,900,28.60042,77.44546509,2,2,1,,,3666.666667
219,6000000,1234,28.43831635,77.51483154,2,2,,,,4862.236629
220,5600000,1507,28.517742,77.529334,2,3,,,,3715.992037
221,5800000,1365,28.58907509,77.32030487,3,3,2,,,4249.084249
222,2100000,615,28.6738471,77.4829531,2,2,1,,,3414.634146
223,5200000,1140,28.5575028,77.38646497,2,2,3,1,3,4561.403509
224,8000000,1325,28.39343,76.99731,2,2,2,702,4,6037.735849
225,7650000,997,28.425657,77.04300339,2,2,2,,,7673.019057
226,5500000,1100,28.49742317,77.02734375,3,2,1,1,1,5000
227,5400000,1405,28.4570313,77.514304,3,2,3,2,2,3843.41637
228,8500000,1775,28.588371,77.400313,3,3,3,2,2,4788.732394
229,6000000,1000,28.68641853,77.29956055,3,3,,,,6000
230,17500000,1658,28.68220329,77.18806458,3,2,1,2,1,10554.8854
231,2450000,630,28.591666,77.484749,2,2,1,1,,3888.888889
232,7300000,1742,28.641756,77.37885936,3,2,1,,2,4190.585534
233,14500000,1650,28.56213384,77.05678938,3,2,3,,,8787.878788
234,4800000,950,28.55075433,77.36168745,2,2,3,,,5052.631579
235,4200000,800,28.641779,77.3502969,2,2,,,,5250
236,12800000,1472,28.39522652,77.05988662,2,3,3,1,3,8695.652174
237,27500000,2250,28.5994675,77.0349205,4,4,2,,,12222.22222
238,12000000,1850,28.548787,77.346032,3,4,,2,,6486.486486
239,7500000,900,28.45847235,77.05255654,2,2,1,,,8333.333333
240,3500000,1050,28.63367653,77.43097687,2,2,,2,,3333.333333
241,3850000,720,28.52319527,77.21430969,2,2,1,,,5347.222222
242,8000000,1550,28.63544909,77.32381434,3,2,2,1,3,5161.290323
243,4350000,1300,28.46267033,77.55830252,3,3,,,,3346.153846
244,9000000,1536,28.514908,76.974388,2,2,4,1,,5859.375
245,5000000,1285,28.605958,77.444512,2,2,4,,,3891.050584
246,5800000,1350,28.34699821,77.32400513,3,2,2,2,,4296.296296
247,4200000,1335,28.5661101,77.4406099,2,2,,,,3146.067416
248,8900000,1000,28.454517,77.081868,2,2,2,2,0,8900
249,9500000,1811,28.45251307,76.97627035,3,3,4,,,5245.720596
250,4600000,1175,28.617567,77.426765,3,2,3,,3,3914.893617
251,20000000,1700,28.5962,77.067013,3,3,,,,11764.70588
252,2900000,554,28.51348116,76.971479,2,2,,1,,5234.65704
253,13500000,1500,28.621054,77.0905294,4,3,,,,9000
254,4000000,1250,28.41891989,77.35557595,2,2,,,,3200
255,28000000,2200,28.63664055,77.12469482,6,5,2,1,,12727.27273
256,4000000,850,28.645341,77.35492932,2,2,1,1,0,4705.882353
257,8000000,1000,28.60052361,77.31160783,2,2,,,,8000
258,12900000,1400,28.72650572,77.08336654,3,2,2,,,9214.285714
259,9000000,1325,28.56854169,77.37929993,3,2,3,,,6792.45283
260,3200000,840,28.683082,77.50921,2,2,2,1,2,3809.52381
261,4100000,1065,28.4042306,77.3559561,3,2,3,,,3849.765258
262,7000000,1585,28.605958,77.444512,3,3,3,,,4416.403785
263,45000000,2700,28.52293205,77.21456909,4,4,2,2,1,16666.66667
264,7500000,1515,28.58986171,77.40343376,3,3,3,,3,4950.49505
265,7100000,900,28.634758,77.04909515,2,2,,,,7888.888889
266,7000000,1135,28.58731051,77.39590178,2,2,1,,,6167.400881
267,8000000,1500,28.61413193,77.36986542,3,3,1,1,2,5333.333333
268,60000000,5000,28.526555,77.363882,5,6,4,2,,12000
269,5450000,1470,28.579593,77.445197,3,2,3,,2,3707.482993
270,22000000,2700,28.34468651,77.32616425,4,4,2,3,1,8148.148148
271,15000000,2275,28.493247,77.408015,3,4,5,1,3,6593.406593
272,4900000,1475,28.43244553,77.50791931,3,3,3,1,2,3322.033898
273,12800000,1837,28.409389,76.951659,3,3,2,1,,6967.882417
274,18000000,2400,28.63474083,77.04914856,4,2,3,,,7500
275,9000000,1950,28.509118,77.413416,4,3,4,,,4615.384615
276,14500000,1935,28.660121,77.379704,3,4,3,,,7493.540052
277,32500000,2400,28.53547478,77.14489746,3,3,3,2,0,13541.66667
278,26000000,2430,28.49748039,77.02710724,3,3,2,1,1,10699.58848
279,5900000,995,28.575883,77.38535896,2,2,3,1,2,5929.648241
280,4800000,1000,28.4975071,77.02711487,3,3,2,,,4800
281,12000000,1983,28.35895365,76.971587,3,3,5,2,2,6051.437216
282,7800000,1295,28.54291259,77.37203149,2,2,2,1,,6023.166023
283,7000000,1820,28.6761798,77.39628201,3,3,3,2,1,3846.153846
284,3500000,800,28.687614,77.351924,2,2,,1,,4375
285,10800000,1895,28.508273,77.40897616,3,3,,,,5699.208443
286,9200000,1000,28.60172462,77.31781006,2,2,2,1,,9200
287,10000000,1800,28.63609123,77.43346405,3,3,1,1,1,5555.555556
288,4800000,1487,28.40652341,77.34299342,3,2,3,,,3227.97579
289,17500000,2400,28.397099,77.086716,3,3,2,2,1,7291.666667
290,13500000,2300,28.45518494,77.08667755,3,3,3,1,,5869.565217
291,8500000,1545,28.47346783,77.5053686,3,3,,,,5501.618123
292,4500000,1000,28.49679565,77.22851563,2,2,1,,,4500
293,15800000,2300,28.4287815,77.0661409,3,3,,1,2,6869.565217
294,32500000,1829,28.564027,77.1945069,3,3,,,,17769.27283
295,6900000,1362,28.650108,77.363755,3,3,4,1,2,5066.079295
296,9000000,1380,28.646286,77.406051,3,2,4,,3,6521.73913
297,2500000,560,28.49760246,77.02706909,2,2,1,1,,4464.285714
298,29500000,3000,28.469204,77.511335,4,4,,,,9833.333333
299,2200000,900,28.738864,77.263605,2,2,1,,0,2444.444444
300,14800000,2050,28.44359908,77.07986181,3,4,4,,,7219.512195
301,47500000,4600,28.41247483,77.039877,5,6,2,,,10326.08696
302,9500000,1775,28.68659592,77.37294769,3,3,3,2,2,5352.112676
303,2950000,1050,28.72645304,77.33733853,2,2,,1,,2809.52381
304,2550000,675,28.5315337,77.216852,2,2,,,,3777.777778
305,4500000,1162,28.532593,77.399792,3,2,4,,,3872.633391
306,3480000,700,28.5980365,77.0765245,2,2,2,,,4971.428571
307,5400000,1160,28.58945997,77.429712,2,2,3,,,4655.172414
308,7200000,2095,28.41063434,77.28620611,4,3,2,2,2,3436.754177
309,4760000,1190,28.620768,77.425805,2,2,3,1,3,4000
310,3200000,810,28.34562111,77.32642365,3,2,1,,,3950.617284
311,10500000,1695,28.50320625,77.42758179,3,3,3,2,3,6194.690265
312,3900000,825,28.5073636,77.4091,2,2,,,,4727.272727
313,12500000,1850,28.43058099,76.94862,3,3,4,2,2,6756.756757
314,6960000,1340,28.502597,77.428742,3,3,,,,5194.029851
315,2750000,850,28.63857269,77.4308548,2,2,2,,,3235.294118
316,35000000,8500,28.57150078,77.37000275,10,7,7,3,,4117.647059
317,7700000,1380,28.436305,77.13605,2,2,3,1,2,5579.710145
318,6000000,1300,28.6390639,77.3242583,2,2,3,1,2,4615.384615
319,6000000,1000,28.49747658,77.0271225,2,2,2,1,,6000
320,4500000,1000,28.643642,77.34532,2,2,2,,,4500
321,6000000,1350,28.675872,77.474266,3,2,3,1,2,4444.444444
322,8500000,1380,28.646286,77.406051,3,2,5,1,4,6159.42029
323,7500000,1170,28.68652344,77.29961395,3,2,1,2,1,6410.25641
324,4600000,936,28.61848831,77.04781342,3,2,,,,4914.529915
325,5500000,1646,28.40964244,77.33940931,3,3,,,,3341.433779
326,5500000,1000,28.68645096,77.29950714,3,2,1,1,,5500
327,6690000,1625,28.3751182,77.34874476,3,2,,1,,4116.923077
328,4500000,800,28.4658641,77.0133095,2,2,,,,5625
329,7600000,1534,28.514908,76.974388,3,2,4,1,2,4954.367666
330,9000000,1675,28.64155769,77.34053802,3,2,3,1,2,5373.134328
331,2450000,710,28.63623238,77.43350983,2,2,1,,,3450.704225
332,5400000,1290,28.453581,77.556221,2,2,3,,,4186.046512
333,9700000,1758,28.52544019,77.37445081,3,4,3,,,5517.633675
334,8500000,1569,28.51853317,77.38684415,3,3,3,2,2,5417.463352
335,8000000,1488,28.68657112,77.29962921,3,2,1,,,5376.344086
336,4200000,1245,28.606945,77.45557857,3,2,3,,2,3373.493976
337,5500000,1200,28.470754,77.308632,3,2,1,,,4583.333333
338,20000000,3250,28.43599347,77.09031699,4,4,4,2,2,6153.846154
339,10000000,1850,28.645225,77.342198,3,3,2,,0,5405.405405
340,6500000,1350,28.6330645,77.0331715,4,4,1,,,4814.814815
341,13600000,2150,28.383489,77.020563,3,3,3,2,3,6325.581395
342,14900000,1650,28.397952,77.069057,3,3,3,1,1,9030.30303
343,10500000,1650,28.47631073,76.97161102,3,3,2,1,,6363.636364
344,11000000,1215,28.7141266,77.0676456,4,3,2,,,9053.497942
345,30500000,2700,28.65758705,77.08957672,4,3,2,,,11296.2963
346,8500000,1345,28.560232,77.38860669,3,2,3,,,6319.702602
347,24000000,3050,28.34563255,77.32644653,4,4,3,7,1,7868.852459
348,7600000,1600,28.44926,76.98476024,3,3,3,1,,4750
349,45000000,4064,28.464031,77.08547543,4,5,5,3,3,11072.83465
350,6500000,1100,28.63477135,77.04911041,3,2,3,,,5909.090909
351,10500000,1100,28.5336945,77.295901,2,2,,1,,9545.454545
352,30000000,4500,28.578346,77.37369258,7,5,2,2,2,6666.666667
353,15000000,2160,28.70186234,77.14009857,3,3,3,,,6944.444444
354,3000000,785,28.7662162,77.2705047,2,2,,,,3821.656051
355,10500000,2600,28.45887906,77.52271124,3,4,4,3,2,4038.461538
356,16500000,2465,28.548787,77.346032,4,4,4,,,6693.711968
357,5700000,1661,28.60477829,77.45191193,3,3,3,,,3431.66767
358,5600000,1655,28.7005505,77.3286995,3,3,,,,3383.685801
359,2300000,585,28.6193161,77.03326416,2,2,1,,,3931.623932
360,15500000,1600,28.60241996,77.05425039,3,2,1,2,2,9687.5
361,7000000,1133,28.38981649,76.969342,2,2,3,,,6178.287732
362,3150000,1050,28.72645304,77.33733853,2,2,3,,,3000
363,10000000,1650,28.44837761,76.9695282,3,3,2,,,6060.606061
364,3400000,720,28.50693703,77.20652771,2,2,1,,,4722.222222
365,35200000,2985,28.410913,77.107908,3,3,2,2,2,11792.29481
366,5000000,1350,28.70689747,77.429488,3,2,3,,,3703.703704
367,3200000,835,28.617142,77.438927,3,2,2,,,3832.335329
368,9800000,1839,28.59594917,77.38369751,3,4,4,,2,5328.983143
369,4880000,1180,28.63595772,77.43235779,2,2,3,1,2,4135.59322
370,3200000,650,28.5398139,77.2186828,2,2,1,,,4923.076923
371,5300000,1175,28.500621,77.424203,2,2,,,,4510.638298
372,5250000,1100,28.465711,77.2962675,2,2,1,1,0,4772.727273
373,5500000,1400,28.64177895,77.35029602,3,2,1,,,3928.571429
374,5000000,1000,28.58390999,77.36087036,2,2,,,,5000
375,24400000,2000,28.63158035,77.14045715,3,3,1,1,,12200
376,4300000,880,28.5980365,77.0765245,2,2,,1,,4886.363636
377,3500000,700,28.63476944,77.04902649,3,2,1,1,1,5000
378,12500000,2000,28.387227,76.980183,3,3,4,,,6250
379,17000000,1500,28.6014648,77.05241473,3,3,3,2,2,11333.33333
380,2650000,540,28.4838094,77.027832,2,2,1,,,4907.407407
381,8000000,1093,28.283756,77.079837,2,2,,,,7319.304666
382,4000000,1100,28.66864395,77.47614288,3,2,2,2,,3636.363636
383,2500000,600,28.60611725,77.07875824,2,2,2,1,0,4166.666667
384,25000000,2700,28.41772079,77.05281067,4,5,4,,,9259.259259
385,11000000,1000,28.6387296,77.0941045,2,2,2,6,,11000
386,11400000,1400,28.60135623,77.31935835,3,3,,,,8142.857143
387,5500000,1146,28.640515,77.376783,2,2,2,,,4799.30192
388,10600000,1730,28.58891296,77.32035828,3,3,3,,3,6127.16763
389,11000000,1500,28.44207,77.075517,4,4,2,,,7333.333333
390,7350000,1435,28.58905983,77.32012939,3,2,4,,,5121.95122
391,5000000,1395,28.474501,77.553187,3,2,,2,,3584.229391
392,3800000,887,28.6493479,77.3696259,2,2,,,,4284.10372
393,5000000,1290,28.728555,77.337353,3,2,5,,2,3875.968992
394,6500000,862,28.63477325,77.04909515,3,3,2,4,,7540.603248
395,3100000,1075,28.71109749,77.41739441,2,2,2,1,6,2883.72093
396,9000000,1660,28.575371,77.38437506,3,4,3,1,2,5421.686747
397,11000000,2000,28.42491581,77.486721,3,4,3,2,3,5500
398,15000000,1350,28.5573445,77.2508955,3,2,1,,,11111.11111
399,13500000,1850,28.6232998,77.29979,4,3,1,2,,7297.297297
400,24000000,2000,28.5538385,77.2740986,3,3,3,2,,12000
401,6000000,1150,28.495486,77.25219,2,2,,1,,5217.391304
402,37500000,2800,28.49680138,77.22853851,4,4,,3,1,13392.85714
403,5950000,1330,28.58884239,77.3203125,3,2,,1,2,4473.684211
404,5140000,1360,28.7040534,77.4373305,3,2,,,,3779.411765
405,9000000,1600,28.389346,77.018875,3,3,2,,,5625
